ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
27813,simple,," Infant Bilirubin Phototherapy Unit YR02194",1,0,visible,"<strong>Manufacturer</strong>: Kalstein\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","The newborn patients with hyperbilirubinemia all need best care for threating jaundice. Our line of phototherapy products supply you the reliability and stability intensive phototherapy by LED light for your baby patient. The unit has a long-life that provides 20,000 to 0,000 hours of light therapy.\n<ul>\n 	<li>LED fluorescent lamp as the phototherapy radianting elements</li>\n 	<li>Angle of lamp heal can be adjusted horizontally.</li>\n 	<li>Height of lamp head can be adjusted.</li>\n 	<li>Stainless steel support stand can be adjusted.</li>\n 	<li>Wheels can be locked</li>\n 	<li>Timer to record the phototherapy operation.</li>\n 	<li>Use in incubator, irradiant heat bassinets, and any kind of bassinet.</li>\n</ul>\n<h6>Application</h6>\nThe YR02194 unit like YR02194 unit with blue florescent tube has independent framework can use with incubator, irradiant heat bassinets, and any kind of bassinet in family care. Widely applicable in all hospitals and clinics and optimize for jaundiced baby.\n<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""231"" /><col width=""367"" /></colgroup>\n<tbody>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Model&quot;}""><strong>Model</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR02194&quot;}"">YR02194</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiation source&quot;}"">Irradiation source</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;LED Light&quot;}"">LED Light</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiation wavelength range (300 ~ 550) nm&quot;}"">Irradiation wavelength range (300 ~ 550) nm</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiance adjustable from 1 to 99 levels&quot;}"">Irradiance adjustable from 1 to 99 levels</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;3 000 uw / cm2&quot;}"">3 000 uw / cm2</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Time calculator&quot;}"">Time calculator</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Countdown&quot;}"">Countdown</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Total time&quot;}"">Total time</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Display range 0 - 9999 h&quot;}"">Display range 0 - 9999 h</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Adjustable working height&quot;}"">Adjustable working height</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Effective shelf life&quot;}"">Effective shelf life</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;5 000h&quot;}"">5 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Nominal Lifespan of Blue Light&quot;}"">Nominal Lifespan of Blue Light</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;20 000h&quot;}"">20 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Energy consumption&quot;}"">Energy consumption</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤ 50W&quot;}"">≤ 50W</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;AC motor&quot;}"">AC motor</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Function&quot;}""><strong>Function</strong></td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiation wavelength range&quot;}"">Irradiation wavelength range</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;400 ~ 550nm&quot;}"">400 ~ 550nm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Adjustable irradiation intensity (max.)&quot;}"">Adjustable irradiation intensity (max.)</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;3 000 uw / cm²&quot;}"">3 000 uw / cm²</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Wavelength of wave crest&quot;}"">Wavelength of wave crest</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;460nm&quot;}"">460nm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiance adjustable from 1 to 99 soft&quot;}"">Irradiance adjustable from 1 to 99 soft</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Hourly&quot;}"">Hourly</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;A fixed time&quot;}"">A fixed time</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Time totalizer&quot;}"">Time totalizer</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Display range (hour)&quot;}"">Display range (hour)</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0 - 9 999h&quot;}"">0 - 9 999h</td>\n</tr>\n<tr>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Structural parts&quot;}""><strong>Structural parts</strong></td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Adjustable in vertical height&quot;}"">Adjustable in vertical height</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;1 100 - 1 589mm&quot;}"">1 100 - 1 589mm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Useful life&quot;}"">Useful life</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;5 000h&quot;}"">5 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Nominal Lifespan of Blue Light&quot;}"">Nominal Lifespan of Blue Light</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;20 000h&quot;}"">20 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Dimension&quot;}"">Dimension</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;500 x 600 x (1 355 ~ 1 705) mm&quot;}"">500 x 600 x (1 355 ~ 1 705) mm</td>\n</tr>\n<tr>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Electric parts&quot;}""><strong>Electric parts</strong></td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Power supply&quot;}"">Power supply</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;AC (220 ± 22) V (50 ± 1) Hz&quot;}"">AC (220 ± 22) V (50 ± 1) Hz</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Energy consumption&quot;}"">Energy consumption</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤50W&quot;}"">≤50W</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Room temperature&quot;}"">Room temperature</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;10 - 40 ° C&quot;}"">10 - 40 ° C</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Relative humidity&quot;}"">Relative humidity</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤80%&quot;}"">≤80%</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Motor&quot;}"">Motor</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;AC&quot;}"">AC</td>\n</tr>\n</tbody>\n</table>\n<div id=""s3gt_translate_tooltip_mini"" class=""s3gt_translate_tooltip_mini_box"" style=""background: initial !important; border: initial !important; border-radius: initial !important; border-spacing: initial !important; border-collapse: initial !important; direction: ltr !important; flex-direction: initial !important; font-weight: initial !important; height: initial !important; letter-spacing: initial !important; min-width: initial !important; max-width: initial !important; min-height: initial !important; max-height: initial !important; margin: auto !important; outline: initial !important; padding: initial !important; position: absolute; table-layout: initial !important; text-align: initial !important; text-shadow: initial !important; width: initial !important; word-break: initial !important; word-spacing: initial !important; overflow-wrap: initial !important; box-sizing: initial !important; display: initial !important; color: inherit !important; font-size: 13px !important; font-family: X-LocaleSpecific, sans-serif, Tahoma, Helvetica !important; line-height: 13px !important; vertical-align: top !important; white-space: inherit !important; left: 208px; top: 1158px;"">\n<div id=""s3gt_translate_tooltip_mini_logo"" class=""s3gt_translate_tooltip_mini"" title=""Traducir texto seleccionado""></div>\n<div id=""s3gt_translate_tooltip_mini_sound"" class=""s3gt_translate_tooltip_mini"" title=""Escuchar""></div>\n<div id=""s3gt_translate_tooltip_mini_copy"" class=""s3gt_translate_tooltip_mini"" title=""Copiar texto al Portapapeles""></div>\n<style type=""text/css"" media=""print"">#s3gt_translate_tooltip_mini { display: none !important; }</style></div>",,,taxable,,1,,,0,0,46,145,81,32,0,,,,"Medical sector > Infant Bilirubin Phototherapy Unit",,,https://kalstein.net/en/wp-content/uploads/2022/01/YR02194-1.jpg,,,,,,,,,0
27814,simple,,"Infant Bilirubin Phototherapy Unit YR02195",1,0,visible,"<strong>Manufacturer</strong>: Kalstein\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","This model has 4 sucker legs in order to be fixed on an incubator.\n<ul>\n 	<li>LED as the phototherapy radianting elements</li>\n 	<li>No-fan design for a silent atmosphere</li>\n 	<li>Big area light source for better cure</li>\n 	<li>Able to use with most of other types of baby incubators</li>\n</ul>\n<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""231"" /><col width=""367"" /></colgroup>\n<tbody>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Model&quot;}""><strong>Model</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR02195&quot;}"">YR02195</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiation source&quot;}"">Irradiation source</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Led light&quot;}"">Led light</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiation wavelength range (300 ~ 550) nm&quot;}"">Irradiation wavelength range (300 ~ 550) nm</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiance adjustable from 1 to 99 levels&quot;}"">Irradiance adjustable from 1 to 99 levels</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;3 000 uw / cm2&quot;}"">3 000 uw / cm2</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Time calculator&quot;}"">Time calculator</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Countdown&quot;}"">Countdown</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Total time&quot;}"">Total time</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Display range 0 - 9999 h&quot;}"">Display range 0 - 9999 h</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Adjustable working height&quot;}"">Adjustable working height</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Effective shelf life&quot;}"">Effective shelf life</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;5 000h&quot;}"">5 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Nominal Lifespan of Blue Light&quot;}"">Nominal Lifespan of Blue Light</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;20 000h&quot;}"">20 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Energy consumption&quot;}"">Energy consumption</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤ 50W&quot;}"">≤ 50W</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;AC motor&quot;}"">AC motor</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Function&quot;}""><strong>Function</strong></td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiation wavelength range&quot;}"">Irradiation wavelength range</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;400 ~ 550nm&quot;}"">400 ~ 550nm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Adjustable irradiation intensity (max.)&quot;}"">Adjustable irradiation intensity (max.)</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;3 000 uw / cm²&quot;}"">3 000 uw / cm²</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Wavelength of wave crest&quot;}"">Wavelength of wave crest</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;460nm&quot;}"">460nm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Irradiance adjustable from 1 to 99 soft&quot;}"">Irradiance adjustable from 1 to 99 soft</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Hourly&quot;}"">Hourly</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;A fixed time&quot;}"">A fixed time</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Time totalizer&quot;}"">Time totalizer</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;•&quot;}"">•</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Display range (hour)&quot;}"">Display range (hour)</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0 - 9 999h&quot;}"">0 - 9 999h</td>\n</tr>\n<tr>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Structural parts&quot;}""><strong>Structural parts</strong></td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Adjustable in vertical height&quot;}"">Adjustable in vertical height</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;N / A&quot;}"">N / A</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Useful life&quot;}"">Useful life</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;5 000h&quot;}"">5 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Nominal Lifespan of Blue Light&quot;}"">Nominal Lifespan of Blue Light</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;20 000h&quot;}"">20 000h</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Dimension&quot;}"">Dimension</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;N / A&quot;}"">N / A</td>\n</tr>\n<tr>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Electric parts&quot;}""><strong>Electric parts</strong></td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Power supply&quot;}"">Power supply</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;AC (220 ± 22) V (50 ± 1) Hz&quot;}"">AC (220 ± 22) V (50 ± 1) Hz</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Energy consumption&quot;}"">Energy consumption</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤50W&quot;}"">≤50W</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Room temperature&quot;}"">Room temperature</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;10 - 40 ° C&quot;}"">10 - 40 ° C</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Relative humidity&quot;}"">Relative humidity</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤80%&quot;}"">≤80%</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Motor&quot;}"">Motor</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;AC&quot;}"">AC</td>\n</tr>\n</tbody>\n</table>\n&nbsp;",,,taxable,,1,,,0,0,46,145,81,32,0,,,,"Medical sector > Infant Bilirubin Phototherapy Unit",,,"https://kalstein.net/en/wp-content/uploads/2022/01/YR02195-2.jpg, https://kalstein.net/en/wp-content/uploads/2022/01/YR02195-1-1.jpg",,,,,,,,,0
