ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global"
26904,variation,,"Pocket pH Meter - ° C / ° F YR01800 - YR01800-1 - YR01800",1,0,visible,,,,,taxable,parent,1,,,0,0,0.30,20,10,5,0,,,"108,90",,,,https://kalstein.net/en/wp-content/uploads/2022/01/pH-metro-de-bolsillo-Kalstein-4-2.jpg,,,id:26524,,,,,,1,Modelo,YR01800,,1
26905,variation,,"Pocket pH Meter - ° C / ° F YR01800 - YR01800-1 - YR01800-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1.20,30,10,25,0,,,"120,78",,,,https://kalstein.net/en/wp-content/uploads/2022/01/pH-metro-de-bolsillo-Kalstein-2-3-2.jpg,,,id:26524,,,,,,2,Modelo,YR01800-1,,1
26906,variation,,"Pocket pH Meter - ° C / ° F YR01802 - YR01802-1 - YR01802",1,0,visible,,,,,taxable,parent,1,,,0,0,0.3,20,10,5,0,,,"128,70",,,,,,,id:26525,,,,,,1,Modelo,YR01802,,1
26907,variation,,"Pocket pH Meter - ° C / ° F YR01802 - YR01802-1 - YR01802-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1.2,30,10,25,0,,,"142,56",,,,,,,id:26525,,,,,,2,Modelo,YR01802-1,,1
26909,variation,,"Pocket ° C / ° F conductivity meter YR01807 - YR01807",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26908,,,,,,1,Modelo,YR01807,,1
26910,variation,,"Pocket ° C / ° F conductivity meter YR01807 - YR01807-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26908,,,,,,2,Modelo,YR01807-1,,1
26912,variation,,"YR01816 Portable pH / Ion Meter - YR01816",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26573,,,,,,1,Modelo,YR01816,,1
26913,variation,,"YR01816 Portable pH / Ion Meter - YR01816-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26573,,,,,,2,Modelo,YR01816-1,,1
26914,variation,,"YR01818 Portable Conductivity / TDS / Salinity Meter - YR01818",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26687,,,,,,1,Modelo,YR01818,,1
26915,variation,,"YR01818 Portable Conductivity / TDS / Salinity Meter - YR01818-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26687,,,,,,2,Modelo,YR01818-1,,1
26916,variation,,"YR01818 Portable Conductivity / TDS / Salinity Meter - YR01818-2",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26687,,,,,,3,Modelo,YR01818-2,,1
26918,variation,,"Multi-parameter portable water quality meter YR01820 - YR01820",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26523,,,,,,1,Modelo,YR01820,,1
26919,variation,,"Multi-parameter portable water quality meter YR01820 - YR01820-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26523,,,,,,2,Modelo,YR01820-1,,1
26924,variation,,"YR01823 Benchtop pH Meter - YR01823",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"544,50",,,,,,,id:26564,,,,,,1,Modelo,YR01823,,1
26938,variation,,"YR01823 Benchtop pH Meter - YR01823-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"623,70",,,,,,,id:26564,,,,,,3,Modelo,YR01823-1,,1
26944,variation,,"Benchtop Conductivity / TDS / Salinity / Conductivity Ash Meter YR01827 - YR01827",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26943,,,,,,1,Modelo,YR01827,,1
26945,variation,,"Benchtop Conductivity / TDS / Salinity / Conductivity Ash Meter YR01827 - YR01827-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26943,,,,,,2,Modelo,YR01827-1,,1
26946,variation,,"Benchtop Conductivity / TDS / Salinity / Conductivity Ash Meter YR01827 - YR01827-2",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26943,,,,,,3,Modelo,YR01827-2,,1
26948,variation,,"YR01828 Benchtop Conductivity / TDS / Salinity / Resistivity Meter - YR01828",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26689,,,,,,1,Modelo,YR01828,,1
26949,variation,,"YR01828 Benchtop Conductivity / TDS / Salinity / Resistivity Meter - YR01828-2",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26689,,,,,,2,Modelo,YR01828-2,,1
26950,variation,,"YR01828 Benchtop Conductivity / TDS / Salinity / Resistivity Meter - YR01828-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26689,,,,,,3,Modelo,YR01828-1,,1
26952,variation,,"YR01829 Benchtop Conductivity Meter - YR01829",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26688,,,,,,1,Modelo,YR01829,,1
26953,variation,,"YR01829 Benchtop Conductivity Meter - YR01829-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26688,,,,,,2,Modelo,YR01829-1,,1
26954,variation,10002,"YR01829 Benchtop Conductivity Meter - YR01829-2",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26688,,,,,,3,Modelo,YR01829-2,,1
26955,variation,,"YR01830 Benchtop TDS / Conductivity Meter - YR01830",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26690,,,,,,1,Modelo,YR01830,,1
26956,variation,,"YR01830 Benchtop TDS / Conductivity Meter - YR01830-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26690,,,,,,2,Modelo,YR01830-1,,1
26957,variation,,"YR01830 Benchtop TDS / Conductivity Meter - YR01830-2",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26690,,,,,,3,Modelo,YR01830-2,,1
26959,variation,,"YR01835 Benchtop pH / Ion / Conductivity / Dissolved Oxygen Meter - YR01835",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26565,,,,,,1,Modelo,YR01835,,1
26960,variation,,"YR01835 Benchtop pH / Ion / Conductivity / Dissolved Oxygen Meter - YR01835-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26565,,,,,,2,Modelo,YR01835-1,,1
26961,variation,,"YR01836 Benchtop pH / Conductivity Meter - YR01836",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26522,,,,,,1,Modelo,YR01836,,1
26962,variation,,"YR01836 Benchtop pH / Conductivity Meter - YR01836-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26522,,,,,,2,Modelo,YR01836-1,,1
26964,variation,,"Benchtop DO / Conductivity Meter YR01837 - YR01837",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26963,,,,,,1,Modelo,YR01837,,1
26966,variation,,"Benchtop DO / Conductivity Meter YR01837 - YR01837-1",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:26963,,,,,,2,Modelo,YR01837-1,,1
27117,variation,,"Bacteria incubator YR02036 // YR02039 - YR02036",1,0,visible,,,,,taxable,parent,1,,,0,0,75,69,66,118,0,,,"1188,00",,,,,,,id:26516,,,,,,1,Modelo,YR02036,,1
27118,variation,,"Bacteria incubator YR02036 // YR02039 - YR02037",1,0,visible,,,,,taxable,parent,1,,,0,0,100,71,74,125,0,,,"1287,00",,,,,,,id:26516,,,,,,2,Modelo,YR02037,,1
27119,variation,,"Bacteria incubator YR02036 // YR02039 - YR02038",1,0,visible,,,,,taxable,parent,1,,,0,0,120,76,78,150,0,,,"1465,20",,,,,,,id:26516,,,,,,3,Modelo,YR02038,,1
27120,variation,,"Bacteria incubator YR02036 // YR02039 - YR02039",1,0,visible,,,,,taxable,parent,1,,,0,0,150,81,78,171,0,,,"1663,20",,,,,,,id:26516,,,,,,4,Modelo,YR02039,,1
27121,variation,,"Electric heating incubator YR02044 // YR02047 - YR02044",1,0,visible,,,,,taxable,parent,1,,,0,0,25,58,53,61,0,,,"237,60",,,,,,,id:26519,,,,,,1,Modelo,YR02044,,1
27122,variation,,"Electric heating incubator YR02044 // YR02047 - YR02045",1,0,visible,,,,,taxable,parent,1,,,0,0,34,64,56,75,0,,,"277,20",,,,,,,id:26519,,,,,,2,Modelo,YR02045,,1
27123,variation,,"Electric heating incubator YR02044 // YR02047 - YR02046",1,0,visible,,,,,taxable,parent,1,,,0,0,45,68,60,83,0,,,"297,00",,,,,,,id:26519,,,,,,3,Modelo,YR02046,,1
27124,variation,,"Electric heating incubator YR02044 // YR02047 - YR02047",1,0,visible,,,,,taxable,parent,1,,,0,0,60,78,70,93,0,,,"376,20",,,,,,,id:26519,,,,,,4,Modelo,YR02047,,1
27125,variation,,"CO₂ incubator YR02048 - YR02049 - YR02048",1,0,visible,,,,,taxable,parent,1,,,0,0,70,65,65,98,0,,,"2639,34",,,,,,,id:26517,,,,,,1,Modelo,YR02048,,1
27126,variation,,"CO₂ incubator YR02048 - YR02049 - YR02049",1,0,visible,,,,,taxable,parent,1,,,0,0,80,80,75,113,0,,,"3866,94",,,,,,,id:26517,,,,,,2,Modelo,YR02049,,1
27127,variation,,"Constant temperature incubator 50 L - 160 L YR02050 // YR02052 - YR02050",1,0,visible,,,,,taxable,parent,1,,,0,0,45,70,76,74,0,,,"617,76",,,,,,,id:26520,,,,,,1,Modelo,YR02050,,1
27128,variation,,"Constant temperature incubator 50 L - 160 L YR02050 // YR02052 - YR02051",1,0,visible,,,,,taxable,parent,1,,,0,0,60,73,69,83,0,,,"784,08",,,,,,,id:26520,,,,,,2,Modelo,YR02051,,1
27129,variation,,"Constant temperature incubator 50 L - 160 L YR02050 // YR02052 - YR02052",1,0,visible,,,,,taxable,parent,1,,,0,0,80,80,84,95,0,,,"1009,80",,,,,,,id:26520,,,,,,3,Modelo,YR02052,,1
27130,variation,,"Microbiology incubator YR02053 // YR02055 - YR02053",1,0,visible,,,,,taxable,parent,1,,,0,0,115,75,71,141,0,,,"2138,40",,,,,,,id:26518,,,,,,1,Modelo,YR02053,,1
27131,variation,,"Microbiology incubator YR02053 // YR02055 - YR02054",1,0,visible,,,,,taxable,parent,1,,,0,0,125,76,78,165,0,,,"2395,80",,,,,,,id:26518,,,,,,2,Modelo,YR02054,,1
27132,variation,,"Microbiology incubator YR02053 // YR02055 - YR02055",1,0,visible,,,,,taxable,parent,1,,,0,0,155,81,78,185,0,,,"2999,70",,,,,,,id:26518,,,,,,3,Modelo,YR02055,,1
27134,variation,,"Biochemical incubator 100L-400L -YR2039-1 - YR02039-1",1,0,visible,,,,,taxable,parent,1,,,0,0,110,73,81,141.5,0,,,"2376,00",,,,,,,id:27133,,,,,,1,Modelo,YR02039-1,,1
27135,variation,,"Biochemical incubator 100L-400L -YR2039-1 - YR02039-2",1,0,visible,,,,,taxable,parent,1,,,0,0,120,75,81,156.5,0,,,"2673,00",,,,,,,id:27133,,,,,,2,Modelo,YR02039-2,,1
27136,variation,,"Biochemical incubator 100L-400L -YR2039-1 - YR02039-3",1,0,visible,,,,,taxable,parent,1,,,0,0,145.00,75,87,189.7,0,,,"2871,00",,,,,,,id:27133,,,,,,3,Modelo,YR02039-3,,1
27137,variation,,"Biochemical incubator 100L-400L -YR2039-1 - YR02039-4",1,0,visible,,,,,taxable,parent,1,,,0,0,180,84.5,106,186,0,,,"3801,60",,,,,,,id:27133,,,,,,4,Modelo,YR02039-4,,1
27174,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730 - Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730 - Pipette",,1
27175,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-1 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-1 Pipette",,1
27176,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-2 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-2 Pipette",,1
27177,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-3 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-3 Pipette",,1
27178,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-4 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-4 Pipette",,1
27179,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-5 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-5 Pipette",,1
27180,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-6 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-6 Pipette",,1
27181,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-7 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,"YR03730-7 Pipette",,1
27182,variation,,"Liquid Handling Pipettes YR03730 / YR03730-8 - YR03730-8",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"35,64",,,,,,,id:27173,,,,,,0,Modelo,YR03730-8,,1
27184,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,1,Modelo,"YR03731 Pipette",,1
27185,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-1 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,2,Modelo,"YR03731-1 Pipette",,1
27186,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-2 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,3,Modelo,"YR03731-2 Pipette",,1
27189,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-3 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,4,Modelo,"YR03731-3 Pipette",,1
27190,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-4 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,5,Modelo,"YR03731-4 Pipette",,1
27191,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-5 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,6,Modelo,"YR03731-5 Pipette",,1
27192,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-6 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,7,Modelo,"YR03731-6 Pipette",,1
27193,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-7 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,8,Modelo,"YR03731-7 Pipette",,1
27194,variation,,"Liquid Handling Pipettes YR03731 / YR03731-8 - YR03731-8 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"21,78",,,,,,,id:27183,,,,,,9,Modelo,"YR03731-8 Pipette",,1
27196,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,1,Modelo,"YR03732 Pipette",,1
27197,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-1 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,2,Modelo,"YR03732-1 Pipette",,1
27198,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-2 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,3,Modelo,"YR03732-2 Pipette",,1
27199,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-3 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,4,Modelo,"YR03732-3 Pipette",,1
27200,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-4 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,5,Modelo,"YR03732-4 Pipette",,1
27201,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-5 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,6,Modelo,"YR03732-5 Pipette",,1
27202,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-6 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,7,Modelo,"YR03732-6 Pipette",,1
27203,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-7 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,8,Modelo,"YR03732-7 Pipette",,1
27204,variation,,"Liquid Handling Pipettes  YR03732 / YR03732-8 - YR03732-8 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"41,58",,,,,,,id:27195,,,,,,9,Modelo,"YR03732-8 Pipette",,1
27206,variation,,"Liquid Handling Pipettes YR03733 / YR03733-8 - YR03733 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"45,54",,,,,,,id:27205,,,,,,1,Modelo,"YR03733 Pipette",,1
27207,variation,,"Liquid Handling Pipettes YR03733 / YR03733-8 - YR03733-1 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"45,54",,,,,,,id:27205,,,,,,2,Modelo,"YR03733-1 Pipette",,1
27208,variation,,"Liquid Handling Pipettes YR03733 / YR03733-8 - YR03733-2 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"45,54",,,,,,,id:27205,,,,,,3,Modelo,"YR03733-2 Pipette",,1
27209,variation,,"Liquid Handling Pipettes YR03733 / YR03733-8 - YR03733-3 Pipette",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"45,54",,,,,,,id:27205,,,,,,4,Modelo,"YR03733-3 Pipette",,1
