ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global"
27304,variable,,"Water Purification System YR54 / YR54-3",1,0,visible,"<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","YR Water Purification System is a compact solution that combines the production of pure water and ultra-pure water in a single unit- eliminating the need for a pre-treatment stage upstream of the ultra-pure water system\n<h6>Simplest operation</h6>\n<ul>\n 	<li>Just four control keys allow for rapid operational readiness to improve user experience</li>\n 	<li>Everything else is automatically managed by the built-in microprocessor control system</li>\n 	<li>PIN-coded access to software set points prevents unauthorized changes to operation or system settings</li>\n</ul>\n<h6>Rapid cartridge replacement</h6>\n<ul>\n 	<li>One,two,three...rapid catridge change due to quick-connection</li>\n 	<li>Water purification progresses through separate modules, each with quick connects for simple individual replacement</li>\n 	<li>Streamlined apperance and intelligent structural design with easy-access door means system can be located under bench</li>\n 	<li>Quick and easy sanitizationa and replacement of consumables reduce maintenance time</li>\n</ul>\n<h6>Reliable work</h6>\n<ul>\n 	<li>Integrated feedwater check</li>\n 	<li>Good quality feedwater is a basic requirement for the degree of purity of the water produced, as well as for the long service lives of all purification stages.</li>\n 	<li>An additional measuring cell permanently monitors the conductivity of the feedwater. Any exceeding of the limiting value is immediately displayed.</li>\n</ul>\n<h6>Conductivity measurement</h6>\n<ul>\n 	<li>The high-precision conductivity measuring cells are individually measured out and each value deposited in the system</li>\n 	<li>The electronics are automatically calibrated and controlled prior to each measurement.</li>\n</ul>\n<h6>Temperature compensation</h6>\n<ul>\n 	<li>Platinum chip temperature sensors with an accuracy of +/- 0.1° C are used here</li>\n 	<li>The temperature compensation can be switched off. USP requirements are fulfilled and optimal measurement reliability ensured.</li>\n</ul>\n<h6>Flexible dispensing</h6>\n<ul>\n 	<li>Remote water dispenser with ergonomical design comforts your water delivery experiences.</li>\n 	<li>The height and direction of dispenser is adjustable for different positions. Action radius is 25cm</li>\n 	<li>The dispensing pistol can be removed from dispenser arm to expand your working area.</li>\n 	<li>Full recirculation guarantees water quality at point-of-use</li>\n 	<li>Auto-volume dispense from 100ml to 60 liters and repeat dispensing</li>\n 	<li>Foot-pedal activation is available to allow hands-free delivery in a clean room, further reducing the possibility of contamination.</li>\n</ul>\n<h6>Clear information!</h6>\n<ul>\n 	<li>The large easy-to-read LCD display affords the user optimal convenience, with indication on:</li>\n 	<li>The temperature in °C</li>\n 	<li>The temperature-compensated conductivity/resistivity of water</li>\n 	<li>The operating mode status, such as production, stand-by</li>\n 	<li>Liquid level in water tank</li>\n 	<li>Consumable changing reminder</li>\n</ul>\n<h6>Water leakage protection!</h6>\n<ul>\n 	<li>Water leakage sensor is linked to the microprocessor system to automatically cut off water input and activate alarm in the situation of leakage</li>\n</ul>\n<h6>Space saving!</h6>\n<ul>\n 	<li>Each Smart series can be optional installed space-savingly under the bench, in a lab table, or mounted directly to the wall(without the need for extra mounting material).</li>\n 	<li>Remote dispenser can be connected to the main system at a distance of 3 meters. You can get water from height adjustable arm, or hand-held dispensing at each point- of-use</li>\n</ul>",,,taxable,,1,,,0,0,51,61,59,77,0,,,,"Laboratory sector > Water Systems",,,https://kalstein.net/en/wp-content/uploads/2022/01/Water-PS-1-3.jpg,,,,,,,,,0,Modelo,"YR54, YR54-1, YR54-2, YR54-3",1,1,"Inlet Water Requirement","tap water\, >1.0kg/cm2\, 10~40℃",1,1,"Output (pure water)","15 L/hr, 30L/hr",1,1,TOC,"1~10ppb (online TOC monitoring )",1,1,Pyrogens,＜0.001EU/ml,1,1
27309,variable,,"Water Purification System YR55 / YR55-3",1,0,visible,"<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","YR Water Purification system is a compact solution that combines the production of pure water and ultrapure water in a single unit — eliminating the need for a pretreatment stage upstream of the ultrapure water system.\n<h6>Multiple technologies into a system</h6>\n<ul>\n 	<li>A comprehensive sequence of water purification process</li>\n 	<li>A range of cartridges exists to remove specific types of contaminants</li>\n</ul>\n<h6>Optimal for water quality guarantee</h6>\n<ul>\n 	<li>Resistivity monitoring for high-precision</li>\n 	<li>Measurement of ionic concentration</li>\n 	<li>TOC monitoring for prevention of organic breakthrough</li>\n</ul>\n<h6>Reliability you expect</h6>\n<ul>\n 	<li>Supported by Kalstein worldwide service</li>\n 	<li>Part of an overall solution that includes design, consumables,instruments and validation</li>\n</ul>\n<h6>Exeptionally easy to operate</h6>\n<ul>\n 	<li>Easy-to-use graphical interface</li>\n 	<li>Rapid cartridge replacement</li>\n 	<li>Convenient pure and ultrapure water delivery</li>\n</ul>",,,taxable,,1,,,0,0,55.00,61,59,77,0,,,,"Laboratory sector > Water Systems",,,https://kalstein.net/en/wp-content/uploads/2022/01/Water-PS-1-3.jpg,,,,,,,,,0,Modelo,"YR55, YR55-1, YR55-2, YR55-3",1,1,"Inlet Water Requirement",">1.0kg/cm2\, 10~40℃, tap water\, >1.0kg/cm2\, 10~40℃",1,1,"Output (pure water)","15 L/hr",1,1,TOC,1~10ppb,1,1,Pyrogens,＜0.001EU/ml,1,1
27314,variable,,"Water Purification System YR56 / YR56-1",1,0,visible,"<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","<ul>\n 	<li>Ultra-pure water from purified water</li>\n 	<li>The purified water quality required as feed water</li>\n 	<li>Tap water subjected to ion exchange, reverse osmosis or distillation</li>\n 	<li>Optimally, the purified water supplied by a Kalstein</li>\n 	<li>The content of organic and inorganic substances in the feedwater are reduced to values approaching their limites by the serial combination of high-efficiency of Kalstein purification technologies.</li>\n</ul>\n&nbsp;\n\n&nbsp;",,,taxable,,1,,,0,0,42.00,61,58.5,77,0,,,,"Laboratory sector > Water Systems",,,https://kalstein.net/en/wp-content/uploads/2022/01/Water-PS-1-3.jpg,,,,,,,,,0,Modelo,"YR56, YR56-1",1,1,"Inlet Water Requirement","RO water or purified water",1,1,TOC,1~10ppb,1,1,Pyrogens,＜0.001EU/ml,1,1,,,,
27321,variable,,"Water Purification Systems YR59 - YR59-1",1,0,visible,"<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","<ul>\n 	<li>Fully automatic and self-diagnostic system monitors and controls working condition.</li>\n 	<li>PIN-coded access to software set points prevents unauthorized changes to operation or system settings.</li>\n</ul>\n<h6>Comprehensive Sanitization</h6>\n<ul style=""font-weight: 400;"">\n 	<li>Unlike many other systems, Kalstein entire fluid pathway is included in the automated disinfection process ensuring complete sanitization.</li>\n</ul>\n<h6>Module-designed Cartridges</h6>\n<ul style=""font-weight: 400;"">\n 	<li>High quality and economical due to disposable integrated purification column design.</li>\n 	<li>Easy replacement and quick connection.</li>\n</ul>\n<h6>High precision resistivity meter</h6>\n<ul style=""font-weight: 400;"">\n 	<li>Flow-through structure make sure the real-time measurement of the actual ionic concentration in water</li>\n 	<li>Low cell constant (0.01cm-1) to ensure optimum measurement accuracy of low ionic contamination</li>\n 	<li>Automatic temperature compensation (0.1℃ resolution) makes the value displayed on the screen meaningful</li>\n</ul>\n<h6>Easy-to-read LCD display</h6>\n<ul style=""font-weight: 400;"">\n 	<li>User-friendly LCD provides optimal convenience, with indication on resistivity, resistivity, reservoirs water consumable changing reminder water quality.</li>\n</ul>\n<h6>Optional strengthened pre-treatment module</h6>\n<ul style=""font-weight: 400;"">\n 	<li>20' size long cartridge contrains detergent. Therefore, besides the feature of higher water throughput, feed water with extremely low quality can be properly dealt with</li>\n</ul>\n<h6>Contamination-Free Water Tank</h6>\n<ul style=""font-weight: 400;"">\n 	<li>Water level sensor combined with bottom pump enables 5-level automatic water production controls</li>\n 	<li>Capacity of water reservoir includes 30L and 60L. Moreover, ultra big 350L water reservoir is available for special needs</li>\n 	<li>The water reservoir is made through cylindrical mold and blow molding process to avoid the generation of velum</li>\n 	<li>PE material ensure low extractives</li>\n 	<li>Overflow protection tube eliminates the risk of flooding</li>\n 	<li>Cone shape bottom guarantees no stagnant water and facilitates easy clean</li>\n 	<li>Optional UV lamp and vented filter maintain consistent purity of stored water and provide effective protection against airborne contaminants</li>\n</ul>\n<h6>Network Compatible</h6>\n<ul style=""font-weight: 400;"">\n 	<li>RS232 port allows for data collection and permanent record of water quality and system parameters, with date and time, to a PC or printer - essential for compliance with good laboratory practice guidelines</li>\n</ul>\n<h6>Technical Specification:</h6>\n<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0""><colgroup> <col width=""100"" /> <col width=""100"" /> <col width=""100"" /></colgroup>\n<tbody>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Model&quot;}"">Model</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR59&quot;}"">YR59</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR59-1&quot;}"">YR59-1</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Particles&quot;}"">Particles</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;(≤0.22μm): ≤1/ml&quot;}"">(≤0.22μm): ≤1/ml</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Output (pure water)&quot;}"">Output (pure water)</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;30L/hr output (pure water)&quot;}"">30L/hr output (pure water)</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;TOC&quot;}"">TOC</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤30ppb&quot;}"">≤30ppb</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Bacteria rejection rate&quot;}"">Bacteria rejection rate</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;&gt;99%&quot;}"">&gt;99%</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Weight&quot;}"">Weight</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;37KG (main unit) 13KG (water tank)&quot;}"">37KG (main unit) 13KG (water tank)</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Source&quot;}"">Source</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Purewater (Conductivity &lt;20 μs/cm)&quot;}"">Purewater (Conductivity &lt;20 μs/cm)</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Voltage&quot;}"">Voltage</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;230 V, 50 Hz&quot;}"">230 V, 50 Hz</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Resistivity at 25 ℃&quot;}"">Resistivity at 25 ℃</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;18.2MΩ.cm&quot;}"">18.2MΩ.cm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Conductivity at 25 ℃&quot;}"">Conductivity at 25 ℃</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0.055 μs/cm&quot;}"">0.055 μs/cm</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Flow Rate&quot;}"">Flow Rate</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;1.5-2.0L/min&quot;}"">1.5-2.0L/min</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Resistivity Cell&quot;}"">Resistivity Cell</td>\n<td colspan=""2"" rowspan=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0.01cm -1&quot;}"">0.01cm -1</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,102,78,81,140,0,,,,"Laboratory sector > Water Systems",,,"https://kalstein.net/en/wp-content/uploads/2022/01/Water-PS-1-3.jpg, https://kalstein.net/en/wp-content/uploads/2022/01/YR59-2.jpg",,,,,,,,,0,Modelo,"YR59, YR59-1",1,1,,,,,,,,,,,,,,,,
27322,simple,,"Water  Purification System YR60-1",1,0,visible,"<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-7597"" src=""https://kalstein.net/en/wp-content/uploads/2020/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","<h6>Characteristics</h6>\nYR Water Purification system can produce CAP/CLSI Type I reagent water for clinical analyzer.It enables direct connection and operation online. Independent manual control water outlet can be used for additional applications.\n<h6>Maximum compability</h6>\n<ul>\n 	<li>Smart ROB water purification systems can be applied to prepare pure water solution for a series of biochemical analyzers, including TOSHIBA, OLYMPUS, HITACHI, ROCHE, MINDRAY and so on. Furthermore, our technical and application specialists are always available to answer any questions, as well as providing friendly, expert advices on choosing the most suitable water purification systems</li>\n</ul>\n<h6>High volume solution</h6>\n<ul>\n 	<li>Optional tank with 25L purification resin can meet heavier water usage, devreasing change frequency of consuambles.</li>\n</ul>\n<h6>Special emphasis on bacteria containment</h6>\n<ul>\n 	<li>On the basis of Smart ROB, the model Smart ROB-R further upgrades the system. It possesses a re-circulation function to always ensure a desirable pure water quality. UV, micro-filtration technologies and easy sanitization ensures optimal bacteria purity of less than 1 CFU/ml</li>\n</ul>\n<h6><strong>Bypass function to save your worry</strong></h6>\n<ul>\n 	<li>An emergency bypass prevents downtime by providing an uniterrrupted supply of pure water to the analyzer at all time. We understand that downtime can not be allowed in the clinical laboratory.</li>\n</ul>\n<h6>Technical Specification:</h6>\n<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0""><colgroup> <col width=""137"" /> <col width=""220"" /></colgroup>\n<tbody>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Model&quot;}"">Model</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR60&quot;}"">YR60-1</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Particles&quot;}"">Particles</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;(≤0.22μm): ≤1/ml&quot;}"">(≤0.22μm): ≤1/ml</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Output (pure water)&quot;}"">Output (pure water)</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;30L/hr output (pure water)&quot;}"">30L/hr output (pure water)</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;TOC&quot;}"">TOC</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;≤30ppb&quot;}"">≤30ppb</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Bacteria rejection rate&quot;}"">Bacteria rejection rate</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;&gt;99%&quot;}"">&gt;99%</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Weight&quot;}"">Weight</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;37KG (main unit) 13KG (water tank)&quot;}"">37KG (main unit) 13KG (water tank)</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,46,61,52.5,77,0,,,"2593,80","Laboratory sector > Water Systems",,,https://kalstein.net/en/wp-content/uploads/2022/01/Water-PS-1-3.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
54470,variable,,"Stainless Steel Electric Water Distiller YR05969 - YR05970",1,0,visible,"<strong>Manufacturer: </strong><em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-29188"" src=""https://kalstein.net/en/wp-content/uploads/2022/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","Electric distiller water is generally made of high-quality stainless steel, and the heating water is composed of water and pure water, which are divided into 5 liters, 10 liters, and 20 liters according to the water production. The automatic control and ordinary type water cut is according to the water cut mode. According to the water quality, it is divided into single steaming and double steaming.\n\n<strong>Features:</strong>\n<ul>\n 	<li>The machine is made of high quality stainless steel.</li>\n 	<li>Coil-type condensation structure, cooling effect is good, a large amount of water.</li>\n 	<li>Cooling water back into the evaporation bucket, saving water resources.</li>\n 	<li>The drain valve can drain the water in the bucket to improve the fouling conditions.</li>\n 	<li>Copper submerged heating tube, high thermal efficiency, long service life.</li>\n</ul>\n<strong>Technical Description:</strong>\n<table width=""240"">\n<tbody>\n<tr>\n<td width=""80"">Model</td>\n<td width=""80"">YR05969</td>\n<td width=""80"">YR05970</td>\n</tr>\n<tr>\n<td>Voltage</td>\n<td>220V/50Hz</td>\n<td>380V/50Hz</td>\n</tr>\n<tr>\n<td>Features</td>\n<td colspan=""2"">Automatic Electrical</td>\n</tr>\n<tr>\n<td>Power</td>\n<td>4.5kW</td>\n<td>7.5kW</td>\n</tr>\n<tr>\n<td>Water consumption</td>\n<td>≥5L/h</td>\n<td>≥10L/h</td>\n</tr>\n<tr>\n<td>Packaging size (carton)(cm)</td>\n<td>35×26×78cm</td>\n<td>43x30x90cm</td>\n</tr>\n<tr>\n<td>Capacity</td>\n<td>5L/h</td>\n<td>10L/h</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,,,,,0,,,,"Laboratory sector > Water Distiller > Water Distiller (Single Distillation)",,,https://kalstein.net/en/wp-content/uploads/2022/12/YR05969-YR05970.jpg,,,,,,,,,0,Modelo,"YR05969, YR05970",1,1,,,,,,,,,,,,,,,,
54477,simple,,"Electric Stainless Steel 20L Water Distiller YR05971",1,0,visible,"<strong>Manufacturer: </strong><em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-29188"" src=""https://kalstein.net/en/wp-content/uploads/2022/01/CE.jpg"" alt="""" width=""54"" height=""53"" />","Electric distiller water is generally made of high-quality stainless steel, and the heating water is composed of water and pure water, which are divided into 5 liters, 10 liters, and 20 liters according to the water production. The automatic control and ordinary type water cut is according to the water cut mode. According to the water quality, it is divided into single steaming and double steaming.\n<h6 class=""magic-5""><span data-spm-anchor-id=""a2700.wholesale.0.i37.9cb717abHH2rpm"">Features:</span></h6>\n<div class=""magic-6"">\n<div class=""magic-7"">\n<ul>\n 	<li class=""magic-8"">The machine is made of high quality stainless steel.</li>\n 	<li class=""magic-8"">Coil-type condensation structure, cooling effect is good, a large amount of water.</li>\n 	<li class=""magic-8"">Cooling water back into the evaporation bucket, saving water resources.</li>\n 	<li class=""magic-8"">The drain valve can drain the water in the bucket to improve the fouling conditions.</li>\n 	<li class=""magic-8"">Copper submerged heating tube, high thermal efficiency, long service life.</li>\n</ul>\n<h6>Technical Description:</h6>\n<table width=""249"">\n<tbody>\n<tr style=""font-style: inherit; font-weight: inherit;"">\n<td style=""font-style: inherit;"" width=""80"">\n<p data-spm-anchor-id=""a2700.wholesale.0.i39.9cb717abHH2rpm"">Model</p>\n</td>\n<td width=""169""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR05971&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15083,&quot;3&quot;:{&quot;1&quot;:0},&quot;4&quot;:{&quot;1&quot;:2,&quot;2&quot;:16777215},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;9&quot;:1,&quot;10&quot;:1,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:10}"">YR05971</span></td>\n</tr>\n<tr style=""font-style: inherit; font-weight: inherit;"">\n<td style=""font-style: inherit;"">Voltage</td>\n<td style=""font-style: inherit;"">380V/50Hz</td>\n</tr>\n<tr style=""font-style: inherit; font-weight: inherit;"">\n<td style=""font-style: inherit;"">Features</td>\n<td style=""font-style: inherit;"">Automatic Electrical type</td>\n</tr>\n<tr style=""font-style: inherit; font-weight: inherit;"">\n<td style=""font-style: inherit;"">Power</td>\n<td style=""font-style: inherit;"">15kw</td>\n</tr>\n<tr style=""font-style: inherit; font-weight: inherit;"">\n<td style=""font-style: inherit;"">Water consumption</td>\n<td style=""font-style: inherit;"">≥20L/h</td>\n</tr>\n<tr style=""font-style: inherit; font-weight: inherit;"">\n<td style=""font-style: inherit;"">Dimension(carton)(cm)</td>\n<td style=""font-style: inherit;"">51x36x80</td>\n</tr>\n<tr>\n<td>Capacity</td>\n<td><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;20L/h&quot;}"" data-sheets-userformat=""{&quot;2&quot;:15083,&quot;3&quot;:{&quot;1&quot;:0},&quot;4&quot;:{&quot;1&quot;:2,&quot;2&quot;:16777215},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:{&quot;1&quot;:2,&quot;2&quot;:0}},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;9&quot;:1,&quot;10&quot;:1,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:10}"">20L/h</span></td>\n</tr>\n</tbody>\n</table>\n</div>\n</div>",,,taxable,,1,,,0,0,13.5,50,36,80,0,,,"752,40","Laboratory sector > Water Distiller > Water Distiller (Single Distillation)",,,https://kalstein.net/en/wp-content/uploads/2022/12/YR05971-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
