ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _vcv-sourceChecksum","Meta: vcvSourceCssFileUrl","Meta: _vcv-globalCssMigrated","Meta: slide_template","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: _yoast_wpseo_primary_product_cat","Meta: _ywraq_hide_quote_button_check","Meta: _ywraq_hide_quote_button","Meta: _yoast_wpseo_wordproof_timestamp","Meta: _wpb_gqb_disable","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: vcv-be-editor"
26517,variable,,"CO₂ incubator YR02048 - YR02049",1,0,visible,"<span class=""col-xs-9 marca""><strong>Manufacturer:</strong> Kalstein</span>\n<div class=""col-xs-3 text-center logo_ce""><img title="" Certificacion europea "" src=""https://kalstein.eu/templates/kalstein/images//CE.jpg"" alt=""Certificacion europea"" width=""54"" height=""53"" border=""0"" /></div>","Use for cells, tissues and bacterial culture; is the key equipment to carry out essential immunology, oncology, genetics and bio-engineering. Widely used in microorganisms, agricultural science, drug research and production.\nMicrocomputer intelligence control, constant temperature with timing, over temperature function; gas distribution type, CO2 recovery time ≤concentration×1.2Min. built-in UV sterilization lamp, tempered glass door, adopt door heating control system which can effectively avoid frost in glass door.\n<h6>Scope</h6>\nIt an advanced instrument applies to cells, tissues, and bacterial culture . Is the key equipment to carry out essential immunology, oncology, genetics and bio-engineering. Widely used in microorganisms, agricultural science, drug research and production.\n<h6>Feature</h6>\n<ul>\n 	<li>Microcomputer intelligent PID control technology, to maintain accurate and constant temperature and with timing, also with ultra-high temperature alarm function.</li>\n 	<li>Internally equipped with a UV germicidal lamp, which can effectively kill bacteria, fungi, mycoplasma and other microorganisms</li>\n 	<li>The unique air circulation, soft wind, to ensure temperature uniformity</li>\n 	<li>Gas distribution type, CO2 recovery time ≤ concentration x 1.2Min</li>\n 	<li>Adopt door heating control system,which can effectively avoid frost in glass doors.</li>\n 	<li>The design of the double doors, built-in tempered glass viewing window, clear observation of the locker, shelf up and down pitch adjustable.</li>\n</ul>\n&nbsp;\n<table dir=""ltr"" border=""1"" cellspacing=""0"" cellpadding=""0""><colgroup> <col width=""225"" /> <col width=""111"" /> <col width=""118"" /></colgroup>\n<tbody>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Model&quot;}""><strong>Model</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR02048&quot;}"">YR02048</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;YR02049&quot;}"">YR02049</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Temp range (℃)&quot;}""><strong>Temp range (℃)</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;RT +5~60&quot;}"">RT +5~60</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;RT +5~60&quot;}"">RT +5~60</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Accuracy (℃)&quot;}""><strong>Accuracy (℃)</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;±0.1&quot;}"">±0.1</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;±0.1&quot;}"">±0.1</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Fluct uation (%)&quot;}""><strong>Fluct uation (%)</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;±0.5&quot;}"">±0.5</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;±0.5&quot;}"">±0.5</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;CO2 control range&quot;}""><strong>CO2 control range</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0~20%&quot;}"">0~20%</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0~20%&quot;}"">0~20%</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Vlotage (V)&quot;}""><strong>Vlotage (V)</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:3,&quot;3&quot;:220}"">220</td>\n<td data-sheets-value=""{&quot;1&quot;:3,&quot;3&quot;:220}"">220</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Power (KW)&quot;}""><strong>Power (KW)</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0.35&quot;}"">0.35</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;0.35&quot;}"">0.35</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Inner size（mm）（H*W*D）&quot;}""><strong>Inner size（mm）（H*W*D）</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;500×400×400/80L&quot;}"">500×400×400/80L</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;650×550×500/160L&quot;}"">650×550×500/160L</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Overall dimension（mm）（H*W*D）&quot;}""><strong>Overall dimension（mm）（H*W*D）</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;835×550×550&quot;}"">835×550×550</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;985×700×650&quot;}"">985×700×650</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Packing size（mm）（H*W*D）&quot;}""><strong>Packing size（mm）（H*W*D）</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;955×630×630&quot;}"">955×630×630</td>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;1105×780×730&quot;}"">1105×780×730</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Net weight（KG）&quot;}""><strong>Net weight（KG）</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:3,&quot;3&quot;:36}"">36</td>\n<td data-sheets-value=""{&quot;1&quot;:3,&quot;3&quot;:57}"">57</td>\n</tr>\n<tr>\n<td data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Shiping weight（KG）&quot;}""><strong>Shiping weight（KG）</strong></td>\n<td data-sheets-value=""{&quot;1&quot;:3,&quot;3&quot;:40}"">40</td>\n<td data-sheets-value=""{&quot;1&quot;:3,&quot;3&quot;:62}"">62</td>\n</tr>\n</tbody>\n</table>\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,,"Laboratory sector > Incubators > CO2 incubator",,,https://kalstein.net/en/wp-content/uploads/2022/01/YR02048-Kalstein-K-2.jpg,,,,,,,,,0,Modelo,"YR02048, YR02049",1,1,da66c372c35837f11293e4a7c50a6784,,1,default,90,,,,0,,,,,,,
36028,variable,,"Color Light Box  YR05520 // YR05523",1,0,visible,"<div class=""woocommerce-product-details__short-description"">\n\n<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-29784"" src=""https://kalstein.net/en/wp-content/uploads/2022/04/CE.jpg"" alt="""" width=""54"" height=""53"" />\n\n</div>","<div id=""cke_pastebin"">YR05520 // YR05523 color light box is our updated version, and it can accommodate up to 6 light sources. The consistency of the light sources in all Tilo Colour Assessment Cabinets gives excellent viewing conditions for reliable colour critical decisions under consistent lighting.</div>\n<div id=""cke_pastebin""></div>\n<div id=""cke_pastebin"">YR053445 // YR053448 color light box can be applied to the industries that need to perform color difference testing as follows: as the premiere designer and manufacturer of color matching instrument products for the Graphic arts, Photographic, Textile, Dyeing, Packaging, Printing, Leather, Inks, Knitwear, Plastic, Automotive and Ceramics industries.</div>\n<div id=""cke_pastebin""></div>\n<h6 id=""cke_pastebin"">Product Features</h6>\n<ul>\n 	<li>TILO Color light box render color more accurately. With 6 different light sources(D65, TL84, CWF, TL83/U30, F, UV), which can detect the metamerism.</li>\n 	<li>Meets or exceeds major international standards for visual color evaluation including: ASTM D1729, ISO3664, DIN, ANSI and BSI.</li>\n 	<li>Easy to operate by using individual switches for each light source.</li>\n 	<li>Elapsed time meter for tracking optimal lamp replacement.</li>\n 	<li>Automatically alternating among light sources.</li>\n 	<li>No warm-up time or flickering which insures quick and reliable color judgment.</li>\n 	<li>Economic power consumption and low heat generation for high light efficiency.</li>\n 	<li>The dimension can be made by customized.</li>\n</ul>\n<h6>Technical Specifications</h6>\n<table width=""762"">\n<tbody>\n<tr>\n<td colspan=""2"" width=""254""><strong><span style=""font-style: inherit"">Model</span></strong></td>\n<td width=""127""><strong>YR05520</strong></td>\n<td width=""127""><strong>YR05521</strong></td>\n<td width=""127""><strong>YR05522</strong></td>\n<td width=""127""><strong>YR05523</strong></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""254""><strong><span style=""font-style: inherit"">Light source</span></strong></td>\n<td width=""127""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF, TL83</span></td>\n<td width=""127""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF</span></td>\n<td width=""127""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF, TL83</span></td>\n<td width=""127""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF</span></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""254""><strong><span style=""font-style: inherit"">Dimensions(W*D*H)</span></strong></td>\n<td width=""127""><span style=""font-style: inherit"">695x552x502 mm</span></td>\n<td width=""127""><span style=""font-style: inherit"">695x552x502 mm</span></td>\n<td width=""127""><span style=""font-style: inherit"">695x552x502 mm</span></td>\n<td width=""127""><span style=""font-style: inherit"">695x552x502 mm</span></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""254""><strong><span style=""font-style: inherit"">Inner Size(W*D*H)</span></strong></td>\n<td colspan=""4"" width=""508""><span style=""font-style: inherit"">665x490x360 mm</span></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""254""><strong><span style=""font-style: inherit"">Voltage</span></strong></td>\n<td colspan=""4"" width=""508""><span style=""font-style: inherit"">220V/50Hz - 110V/60Hz</span></td>\n</tr>\n<tr>\n<td rowspan=""6"" width=""127""><strong>Light sources Configuration</strong></td>\n<td width=""127"">D65</td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td width=""127"">TL84</td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td width=""127"">F</td>\n<td width=""127""><span style=""font-style: inherit"">4 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">4 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">4 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">4 PCS</span></td>\n</tr>\n<tr>\n<td width=""127"">UV</td>\n<td width=""127""><span style=""font-style: inherit"">1 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">1 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">1 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">1 PCS</span></td>\n</tr>\n<tr>\n<td width=""127"">CWF</td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td width=""127"">TL83</td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127"">/</td>\n<td width=""127""><span style=""font-style: inherit"">2 PCS</span></td>\n<td width=""127"">/</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""254""><strong><span style=""font-style: inherit"">Weight</span></strong></td>\n<td width=""127""><span style=""font-style: inherit"">19.5 kg</span></td>\n<td width=""127""><span style=""font-style: inherit"">19.5 kg</span></td>\n<td width=""127""><span style=""font-style: inherit"">28.9 kg</span></td>\n<td width=""127""><span style=""font-style: inherit"">28.9 kg</span></td>\n</tr>\n<tr>\n<td colspan=""6"" width=""762""><strong>Light Source Specifications</strong></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">Light Source</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">Color Light Box Application</span></td>\n<td width=""127""><span style=""font-style: inherit"">Color temperature(k)</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">Power(W)</span></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">D65</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">International standard Artificial Daylight</span></td>\n<td width=""127""><span style=""font-style: inherit"">6500</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">18</span></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">TL84</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">Applied to stores in Europe, Japan and China</span></td>\n<td width=""127""><span style=""font-style: inherit"">4000</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">18</span></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">CWF</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">(Cool White Fluorescent)American Standard</span></td>\n<td width=""127""><span style=""font-style: inherit"">4150</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">18</span></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">F</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">""Sun-setting Light Yellow"" incandescent light source</span>\n\n<span style=""font-style: inherit"">(imitation of sunset)</span></td>\n<td width=""127""><span style=""font-style: inherit"">2700</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">40</span></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">UV</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">Viewing under ultraviolet light to detect and evaluate </span>\n\n<span style=""font-style: inherit"">optical brighteners or fluorescent pigments</span></td>\n<td width=""127""><span style=""font-style: inherit"">Wavelength:365nm</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">20</span></td>\n</tr>\n<tr>\n<td width=""127""><strong><span style=""font-style: inherit"">TL83</span></strong></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">Applied to stores in Europe</span></td>\n<td width=""127""><span style=""font-style: inherit"">3000</span></td>\n<td colspan=""2"" width=""254""><span style=""font-style: inherit"">18</span></td>\n</tr>\n<tr>\n<td colspan=""6"" width=""762""><strong><span style=""font-style: inherit"">Remarks: Optional tubes D50, D75, U30, U35, A</span></strong></td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,,69,83,32,0,,,,"Laboratory sector > Color Light Box",,,"https://kalstein.net/en/wp-content/uploads/2022/08/YR053445-YR053447-6.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053445-YR053447-1.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053445-YR053447-2.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053445-YR053447-3.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053445-YR053447-4.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053445-YR053447-5.png",,,,,,,,,0,Model,"YR05520, YR05521, YR05522, YR05523",1,1,da66c372c35837f11293e4a7c50a6784,,1,,90,2,,,0,,no,,,,,
36029,variable,,"Color Light Box YR05524 // YR05529",1,0,visible,"<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-29784"" src=""https://kalstein.net/en/wp-content/uploads/2022/04/CE.jpg"" alt="""" width=""54"" height=""53"" />","<div class=""jianjie"">\n<div id=""cke_pastebin""><span>YR05524 </span>// <span>YR05526 </span>color light box can be applied to the industries that need to perform color difference testing as follows: as the premiere designer and manufacturer of color matching box instrument products for the Graphic arts, Photographic, Textile, Dyeing, Packaging, Printing, Leather, Inks, Knitwear, Plastic, Automotive and Ceramics industries.</div>\n</div>\n<div>\n<div id=""cke_pastebin""><span>YR05524 </span>// <span>YR05526</span> color light box can accommodate up to 4 light sources. The consistency of the light sources in all Tilo Color Matching Cabinet gives excellent viewing conditions for reliable colour critical decisions under consistent lighting.</div>\n<h6 id=""cke_pastebin"">Color Light Box Features</h6>\n<ul>\n 	<li>TILO Color light box render color more accurately. With 4 different light sources(D65, TL84, F, UV), which can detect the metamerism.</li>\n 	<li>Meets or exceeds major international standards for visual color evaluation including: ASTM D1729, ISO3664, DIN, ANSI and BSI.</li>\n 	<li>Easy to operate by using individual switches for each light source.</li>\n 	<li>Elapsed time meter for tracking optimal lamp replacement.</li>\n 	<li>Automatically alternating among light sources.</li>\n 	<li>No warm-up time or flickering which insures quick and reliable color judgment.</li>\n 	<li>Economic power consumption and low heat generation for high light efficiency.</li>\n 	<li>The dimension can be made by customized.</li>\n</ul>\n<h6>Technical Specification</h6>\n<table style=""height: 1404px"" width=""940"">\n<tbody>\n<tr>\n<td colspan=""2"" width=""192""><strong><span style=""font-style: inherit"">Model</span></strong></td>\n<td width=""96""><strong>YR05524</strong></td>\n<td width=""96""><strong>YR05525</strong></td>\n<td width=""96""><strong>YR05526</strong></td>\n<td width=""96""><strong>YR05527</strong></td>\n<td width=""96""><strong>YR05528</strong></td>\n<td width=""96""><strong>YR05529</strong></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""192""><strong><span style=""font-style: inherit"">Light source</span></strong></td>\n<td width=""96""><span style=""font-style: inherit"">D65, TL84, UV, F</span></td>\n<td width=""96""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF</span></td>\n<td width=""96""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF, TL83</span></td>\n<td width=""96""><span style=""font-style: inherit"">D65, TL84, UV, F</span></td>\n<td width=""96""><span style=""font-style: inherit"">D65, TL84, UV, A, CWF, TL83</span></td>\n<td width=""96""><span style=""font-style: inherit"">D65, TL84, UV, F, CWF, TL83</span></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""192""><strong><span style=""font-style: inherit"">Dimensions(W*D*H)</span></strong></td>\n<td width=""96""><span style=""font-style: inherit"">710x405x570 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">710x405x570 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">710x530x570 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">710x405x570 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">710x530x570 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">1310x600x800 mm</span></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""192""><strong><span style=""font-style: inherit"">Inner Size(W*D*H)</span></strong></td>\n<td width=""96""><span style=""font-style: inherit"">680x385x</span>\n\n<span style=""font-style: inherit"">355 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">680x385x</span>\n\n<span style=""font-style: inherit"">355 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">680x515x355 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">680x385x</span>\n\n<span style=""font-style: inherit"">355 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">680x515x</span>\n\n<span style=""font-style: inherit"">355 mm</span></td>\n<td width=""96""><span style=""font-style: inherit"">1280x590x</span>\n\n<span style=""font-style: inherit"">590 mm</span></td>\n</tr>\n<tr>\n<td colspan=""2"" width=""192""><strong><span style=""font-style: inherit"">Voltage</span></strong></td>\n<td width=""96""><span style=""font-style: inherit"">220V</span></td>\n<td width=""96""><span style=""font-style: inherit"">220V</span></td>\n<td width=""96""><span style=""font-style: inherit"">220V</span></td>\n<td width=""96""><span style=""font-style: inherit"">220V</span></td>\n<td width=""96""><span style=""font-style: inherit"">220V</span></td>\n<td width=""96""><span style=""font-style: inherit"">220V</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">Weight</span></strong></td>\n<td width=""96""></td>\n<td width=""96""><span style=""font-style: inherit"">28 kg</span></td>\n<td width=""96""><span style=""font-style: inherit"">30 kg</span></td>\n<td width=""96""><span style=""font-style: inherit"">35 kg</span></td>\n<td width=""96""><span style=""font-style: inherit"">28 kg</span></td>\n<td width=""96""><span style=""font-style: inherit"">35 kg</span></td>\n<td width=""96""><span style=""font-style: inherit"">60kg</span></td>\n</tr>\n<tr>\n<td rowspan=""6"" width=""96""><strong><span style=""font-style: inherit"">Light sources Configuration: </span></strong></td>\n<td><strong>D65</strong></td>\n<td>2 PCS</td>\n<td>2 PCS</td>\n<td>2 PCS</td>\n<td width=""96""><span style=""font-style: inherit"">2 pcs</span></td>\n<td width=""96"">2 pcs</td>\n<td width=""96""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">TL84</span></strong></td>\n<td>2 PCS</td>\n<td>2 PCS</td>\n<td width=""96"">2 PCS</td>\n<td width=""96""><span style=""font-style: inherit"">2 pcs</span></td>\n<td width=""96"">1 pcs</td>\n<td width=""96""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">F</span></strong></td>\n<td>4 PCS</td>\n<td>4 PCS</td>\n<td>4 PCS</td>\n<td width=""96""><span style=""font-style: inherit"">4 pcs</span></td>\n<td width=""96"">4 pcs</td>\n<td width=""96""><span style=""font-style: inherit"">6 PCS</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">UV</span></strong></td>\n<td>1 PCS</td>\n<td>1 PCS</td>\n<td>1 PCS</td>\n<td width=""96""><span style=""font-style: inherit"">1 pcs</span></td>\n<td width=""96"">1 pcs</td>\n<td width=""96""><span style=""font-style: inherit"">1 PCS</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">CWF</span></strong></td>\n<td>NO</td>\n<td>2 PCS</td>\n<td>2 PCS</td>\n<td>NO</td>\n<td width=""96"">1 pcs</td>\n<td width=""96""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">TL83</span></strong></td>\n<td>NO</td>\n<td>NO</td>\n<td width=""96"">2 PCS</td>\n<td>NO</td>\n<td>NO</td>\n<td width=""96""><span style=""font-style: inherit"">2 PCS</span></td>\n</tr>\n<tr>\n<td colspan=""8"" width=""768""><strong>Light sources Specification</strong></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">Light Source</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">Color Light Box Application</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">Color temperature(k)</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">D65</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">International standard </span>\n\n<span style=""font-style: inherit"">Artificial Daylight</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">6500</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">TL84</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">Applied to stores in Europe, </span>\n\n<span style=""font-style: inherit"">Japan and China</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">4000</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">CWF</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">(Cool White Fluorescent)</span>\n\n<span style=""font-style: inherit"">American Standard</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">4150</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">F</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">""Sun-setting Light Yellow"" </span>\n\n<span style=""font-style: inherit"">i</span><span style=""font-style: inherit"">ncandescent light </span>\n\n<span style=""font-style: inherit"">source(imitation of sunset)</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">2700</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">UV</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">Viewing under ultraviolet light to </span>\n\n<span style=""font-style: inherit"">detect and evaluate optical </span>\n\n<span style=""font-style: inherit"">brighteners or fluorescent pigments</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">Wavelength:365nm</span></td>\n</tr>\n<tr>\n<td width=""96""><strong><span style=""font-style: inherit"">TL83</span></strong></td>\n<td colspan=""4"" width=""384""><span style=""font-style: inherit"">Applied to stores in </span>\n\n<span style=""font-style: inherit"">Europe</span></td>\n<td colspan=""3"" width=""288""><span style=""font-style: inherit"">3000</span></td>\n</tr>\n</tbody>\n</table>\n</div>",,,taxable,,1,,,0,0,32,82,52,34,0,,,,"Laboratory sector > Color Light Box",,,"https://kalstein.net/en/wp-content/uploads/2022/08/YR053449-YR053451.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053449-YR053451-1.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053449-YR053451-2.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053449-YR053451-3.png, https://kalstein.net/en/wp-content/uploads/2022/08/YR053449-YR053451-4.png",,,,,,,,,0,Model,"YR05524, YR05525, YR05526, YR05527, YR05528, YR05529",1,1,da66c372c35837f11293e4a7c50a6784,,1,,90,2,,,0,,no,,,,,
