ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
37598,variable,,"Multivision binocular microscope YR0232 // YR0235",1,0,visible,"<strong>Manufacturer:</strong> Kalstein\n\n<img class=""alignnone size-full wp-image-22690"" src=""https://kalstein.net/en/wp-content/uploads/2021/11/CE.jpg"" alt="""" width=""54"" height=""53"" />","Modular multi-viewing systems offer exceptional image quality for each viewer thanks to their precision-coated glass optics. The accessory connects to a microscope and allows multiple users to simultaneously view the same specimen for a true microscope feel. Standard systems are available for 2, 3, 4, 4, 5 and 10 users, and customized systems with up to 20 viewing stations can be delivered according to customer specifications.\n<ul>\n 	<li>Multi-viewing microscopes allow people to observe specimen at the same time.</li>\n 	<li>With the features of infinite optical system, effective illumination, LED pointer and images</li>\n 	<li>coherence, it is widely used in clinic, scientific research and teaching demonstration.</li>\n</ul>\n<img class=""alignnone wp-image-22902"" src=""https://kalstein.net/en/wp-content/uploads/2021/11/YR0232-multivision-Kalstein.jpg"" alt="""" width=""473"" height=""194"" />\n<h6>Technical Specification</h6>\n<table width=""1159"">\n<tbody>\n<tr>\n<td colspan=""2"" width=""579"">Model</td>\n<td width=""145""><strong>YR0232</strong></td>\n<td width=""145""><strong>YR0233</strong></td>\n<td width=""145""><strong>YR0234</strong></td>\n<td width=""145""><strong>YR0235</strong></td>\n</tr>\n<tr>\n<td><strong>Optical system</strong></td>\n<td>Infinity Optical System</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td rowspan=""2""><strong>Visualization Head</strong></td>\n<td width=""434"">Uncompensated trinocular head, 30° inclined, 360° rotatable, iterpupillary distance 48-75mm,\nrotatable 360°, iterpupillary distance 48-75mm</td>\n<td>1 piece</td>\n<td>1 piece</td>\n<td>1 piece</td>\n<td>1 piece</td>\n</tr>\n<tr>\n<td width=""434"">Uncompensated trinocular head, 30° inclined, 360° rotatable, iterpupillary distance 48-75mm,\nrotatable 360°, iterpupillary distance 48-75mm</td>\n<td>4 pieces</td>\n<td>2 pieces</td>\n<td>1 pieces</td>\n<td>1 pieces</td>\n</tr>\n<tr>\n<td><strong>Ocular</strong></td>\n<td>EW10x/20 Extra Wide Field Eyepiece</td>\n<td>10 pieces</td>\n<td>6 pieces</td>\n<td>4 pieces</td>\n<td>4 pieces</td>\n</tr>\n<tr>\n<td><strong>Muserola</strong></td>\n<td>Quintuple Reverse Revolver</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td><strong>Target</strong></td>\n<td>Infinity plan achromatic objective 4x, 10x, 40x, 100x</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td><strong>Capacitor</strong></td>\n<td>Swing capacitor NA0.9/0.25</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td><strong>Approach</strong></td>\n<td>Coaxial coaxial fine and coarse focus adjustment, fine divisipon 0.001mm</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td><strong>Stage</strong></td>\n<td>Double-layer mechanical stage 185x142mm, moving range 75x55mm</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td><strong>Kohler Lighting</strong></td>\n<td>External lighting, halogen lamp 24V/100W</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td rowspan=""2""><strong>Cursor</strong></td>\n<td>Green LED pointer, adjustable brightness</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26ab.svg"" alt=""⚫"" /></td>\n</tr>\n<tr>\n<td>Dual color pointer, adjustable brightness</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n</tr>\n<tr>\n<td><strong>Photo Attachment</strong></td>\n<td></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n</tr>\n<tr>\n<td rowspan=""2""><strong>Video Adapter</strong></td>\n<td>Mounting on C1x</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n</tr>\n<tr>\n<td>C-mount 0.5x</td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n<td><img class=""emoji"" role=""img"" src=""https://s.w.org/images/core/emoji/14.0.0/svg/26aa.svg"" alt=""⚪"" /></td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,,,,,0,,,,"Laboratory sector > Microscopes",,,https://kalstein.net/en/wp-content/uploads/2022/09/YR0232-Kalstein-K-2.jpg,,,,,,,,,0,Modelo,"YR0232, YR0233, YR0234, YR0235",1,1,,,,
37601,variable,,"Polarizing Microscope YR0264 - YR0265",1,0,visible,"<strong>Manufacturer:</strong> Kalstein\n\n<img class=""alignnone size-full wp-image-22690"" src=""https://kalstein.net/en/wp-content/uploads/2021/11/CE.jpg"" alt="""" width=""54"" height=""53"" />","<ul>\n 	<li>Polarizing microscope for normal inspection and education.</li>\n 	<li>Widely used in crystallography, Geology, Analytical chemistry, Medicine, Biology, Environmentalology, Pharmacy, Toxicology, Asbestos analysis and so on.</li>\n 	<li>Single polarization, Othorgonal polarization or conoscopic observation is available.</li>\n</ul>\n<h6>Technical Specifications</h6>\n<table width=""320"">\n<tbody>\n<tr>\n<td colspan=""2"" width=""160""><strong>Model</strong></td>\n<td width=""80""><strong>YR0264</strong></td>\n<td width=""80""><strong>YR0265</strong></td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Head</strong></td>\n<td width=""80"">Sliding Brinocular Viewing Head, Inclined at 45°</td>\n<td width=""80"">●</td>\n<td width=""80"">-</td>\n</tr>\n<tr>\n<td width=""80"">Sliding Trinocular Viewing Head, Inclined at 45°</td>\n<td width=""80"">-</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td rowspan=""3"" width=""80""><strong>Eyepiece</strong></td>\n<td width=""80"">Eyepiece WF10×/18 with scale of cross hair</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80"">Eyepiece WF10×/18 with graticule</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80"">WF10x/18</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Objective</strong></td>\n<td width=""80"">Strain Free Achomatic Objective 4x,10x,25x,40x, 63x</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80"">Strain Free Plan Achomatic Objective 25x,40x, 63x</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Nosepiece</strong></td>\n<td width=""80"">Backward quadruple nosepiece, Center adjustable</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Focusing</strong></td>\n<td width=""80"">Coaxial coarse &amp; fine adjustment, Range 28mm,Fine division 0.002mm</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Stage</strong></td>\n<td width=""80"">Revolving Round Stage Diameter Φ160mm, Graduated in 1° Increments, Minimum resolution 6’ when using vernier scale</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80"">Mechanical stage, Moving rang 30X40mm</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Condenser</strong></td>\n<td width=""80"">NA1.25 Abbe condenser with iris diaphragm &amp; filter</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Analyzer</strong></td>\n<td width=""80"">Rotatable analyzer with gradation 0°-90°</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Polarizer</strong></td>\n<td width=""80"">360° Rotatable</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Bertrand Lens</strong></td>\n<td width=""80"">Bertrand Lens,sliding in/out of optical path</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Optical Compensator</strong></td>\n<td width=""80"">λ Slip（First class red）, 1/ 4λ Slip, Quartz wedge</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Illumination</strong></td>\n<td width=""80"">12V/20W Halogen lamp, Brightness adjustable（Transmitted illumination）</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80"">12V/50W Halogen lamp, Brightness adjustable（Reflected illumination）</td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n<tr>\n<td width=""80""><strong>Micrometer</strong></td>\n<td width=""80""></td>\n<td width=""80"">●</td>\n<td width=""80"">●</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,15,39,28,64,0,,,,"Laboratory sector > Microscopes",,,https://kalstein.net/en/wp-content/uploads/2022/09/YR0264-IMG.png,,,,,,,,,0,Modelo,"YR0264 Binocular, YR0265 Trinocular",1,1,,,,
37756,simple,,"Inverted Trinocular Microscope YR0230",1,0,visible,"<div class=""woocommerce-product-details__short-description"">\n\n<strong>Manufacturer</strong>: <em>Kalstein</em>\n\n<img class=""alignnone size-full wp-image-29188"" src=""https://kalstein.net/en/wp-content/uploads/2022/01/CE.jpg"" alt="""" width=""54"" height=""53"" />\n\n</div>","Inverted Biological Microscope is equipped with extra Field Eyepiece EW10x/22mm, High Eye Point long working distance plan achromatic objectives, It can observe transparent and unfinished living specimen in culture bottle utensil. It is the ideal tools for research of living specimen structure liquid deposits and so on\n<h6>Technical Specifications</h6>\n<table width=""320"">\n<tbody>\n<tr>\n<td width=""80""><strong>Model</strong></td>\n<td colspan=""3"" width=""240""><strong>YR0230</strong></td>\n</tr>\n<tr>\n<td width=""80""><strong>Optical System </strong></td>\n<td colspan=""3"" width=""240"">Infinity Optical System</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Head</strong></td>\n<td colspan=""3"" width=""240"">Seidentopf Trinocular Head, 30° Inclined,</td>\n</tr>\n<tr>\n<td colspan=""3"" width=""240"">Interpupillary 48~75mm, Diopter Adjustable</td>\n</tr>\n<tr>\n<td width=""80""><strong>Eyepiece</strong></td>\n<td colspan=""3"" width=""240"">Extra Wide Field Eyepiece EW10x/22mm, High Eye point</td>\n</tr>\n<tr>\n<td width=""80""><strong>Nosepiece</strong></td>\n<td colspan=""3"" width=""240"">Quintuple Nosepiece</td>\n</tr>\n<tr>\n<td rowspan=""4"" width=""80""><strong>Objective</strong></td>\n<td rowspan=""2"" width=""80"">Infinity Plan LWD Achromatic Objective</td>\n<td colspan=""2"" width=""160"">4x/0.1, W.D.18mm</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">40x/0.6, W.D.2.6mm,Cover Glass 1.2mm</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80"">Infinity Plan Phase Contrast Achromatic Objective</td>\n<td colspan=""2"" width=""160"">PH10x/0.25, W.D.10mm</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">PH20x/0.40, W.D.5.1mm</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Focusing</strong></td>\n<td colspan=""3"" width=""240"">Coaxial Coarse &amp; Fine Adjustment, Coarse Stroke 37.7mm Per Rotation, Fine Stroke 0.2mm Per</td>\n</tr>\n<tr>\n<td colspan=""3"" width=""240"">Rotation</td>\n</tr>\n<tr>\n<td rowspan=""3"" width=""80""><strong>Working Stage</strong></td>\n<td colspan=""3"" width=""240"">Plain Stage 160*250mm</td>\n</tr>\n<tr>\n<td colspan=""3"" width=""240"">–Glass Insert Plate</td>\n</tr>\n<tr>\n<td colspan=""3"" width=""240"">–Auxiliary Stage 70*180mm</td>\n</tr>\n<tr>\n<td width=""80""><strong>Condenser</strong></td>\n<td colspan=""3"" width=""240"">ELWD Condenser N.A.0.3, Long Working Distance 72mm, Up to 150mm Without Condenser</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Phase Contrast</strong></td>\n<td colspan=""3"" width=""240"">–Centering Telescope, Tube Dia.30mm</td>\n</tr>\n<tr>\n<td colspan=""3"" width=""240"">–Phase Contrast Slide, 2 Holes For 10x-20x Objective</td>\n</tr>\n<tr>\n<td width=""80""><strong>Filter</strong></td>\n<td colspan=""3"" width=""240"">Green, Blue, Ground Glass, Dia.45mm</td>\n</tr>\n<tr>\n<td width=""80""><strong>Illumination</strong></td>\n<td colspan=""3"" width=""240"">External Kohler Illumination, Halogen Lamp 6V30W, Brightness Adjustable</td>\n</tr>\n<tr>\n<td width=""80""><strong>Adapter</strong></td>\n<td colspan=""3"" width=""240"">Eyepiece Adapter Dia.23.2mm</td>\n</tr>\n<tr>\n<td colspan=""4"" width=""320""><strong>Inverted Laboratory Biological Microscope Optional Accessories</strong></td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Objective</strong></td>\n<td rowspan=""2"" width=""80"">Infinity Plan LWD Achromatic Objective</td>\n<td width=""80"">10x/0.25,W.D.10mm</td>\n<td width=""80"">YR0230-op1</td>\n</tr>\n<tr>\n<td width=""80"">20x/0.4,W.D.5.1mm</td>\n<td width=""80"">YR0230-op2</td>\n</tr>\n<tr>\n<td rowspan=""2"" width=""80""><strong>Phase Contrast</strong></td>\n<td width=""80"">Infinity Plan Phase Contrast Achromatic Objective</td>\n<td width=""80"">PH40x/0.6,W.D.0.35mm</td>\n<td width=""80"">YR0230-op3</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Phase Contrast Slide, 3 Holes For 10x-20x-40x Objective</td>\n<td width=""80"">YR0230-op4</td>\n</tr>\n<tr>\n<td rowspan=""7"" width=""80""><strong>Working Stage</strong></td>\n<td colspan=""2"" width=""160"">Attachable Mechanical Stage, X-Y Coaxial Control, Moving Range 120*78mm</td>\n<td rowspan=""3"" width=""80"">YR0230-op5</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Ergonomic Stage Knob’s Height &amp; Position Along Y-Axis Movable To Where It</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Is Most Comfortable, Tightness Adjustable</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Terasaki Holder, Inner Holding Size 56x88mm</td>\n<td width=""80"">YR0230-op6</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Petri Dish Holder Dia.38mm</td>\n<td width=""80"">YR0230-op7</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Slide Glass Holder Dia.54mm</td>\n<td width=""80"">YR0230-op8</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">Slide Glass Holder Dia.90mm</td>\n<td width=""80"">YR0230-op9</td>\n</tr>\n<tr>\n<td rowspan=""3"" width=""80""><strong>Adapter</strong></td>\n<td colspan=""2"" width=""160"">Photo Adapter</td>\n<td width=""80"">YR0230-op10</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">C-Mount 1.0x</td>\n<td width=""80"">YR0230-op11</td>\n</tr>\n<tr>\n<td colspan=""2"" width=""160"">C-Mount 0.45x</td>\n<td width=""80"">YR0230-op12</td>\n</tr>\n<tr>\n<td width=""80""><strong>Fluorescent</strong></td>\n<td colspan=""2"" width=""160"">Fluorescent Attachment</td>\n<td width=""80"">YR0230-op13</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,,,0,0,15.5,46.8,39.7,66.5,0,,,"1799,82","Laboratory sector > Microscopes",,,"https://kalstein.net/en/wp-content/uploads/2022/09/YR0230.png, https://kalstein.net/en/wp-content/uploads/2022/09/YR0230-1.png, https://kalstein.net/en/wp-content/uploads/2022/09/YR0230-2.png, https://kalstein.net/en/wp-content/uploads/2022/09/YR0230-4.png, https://kalstein.net/en/wp-content/uploads/2022/09/YR0230-5.png, https://kalstein.net/en/wp-content/uploads/2022/09/YR0230-6.png",,,,,,,,,0,,,,,,,,
